model,feature,mean_abs_attribution,point_rank,in_top10_frequency,rank_ci_low,rank_median,rank_ci_high
EBM,DAYS_BIRTH,0.11589337885379791,9,0.999,8.0,9.0,10.0
EBM,DAYS_EMPLOYED,0.11390821635723114,10,0.971,9.0,10.0,11.0
EBM,FLAG_OWN_CAR,0.11019686609506607,11,0.03,10.0,11.0,11.0
EBM,DAYS_ID_PUBLISH,0.09537147730588913,12,0.0,12.0,12.0,13.0
EBM,AMT_ANNUITY,0.09403917193412781,13,0.0,12.0,13.0,13.0
EBM,NAME_FAMILY_STATUS,0.08248214423656464,14,0.0,14.0,14.0,14.0
EBM,DAYS_LAST_PHONE_CHANGE,0.05774367228150368,15,0.0,15.0,15.0,15.0
EBM,NAME_INCOME_TYPE,0.054603420197963715,16,0.0,16.0,16.0,16.0
EBM,NAME_CONTRACT_TYPE,0.050175607204437256,17,0.0,17.0,17.0,18.0
EBM,FLAG_WORK_PHONE,0.04736620560288429,18,0.0,17.0,18.0,19.0
EBM,FLAG_DOCUMENT_3,0.047317735850811005,19,0.0,18.0,19.0,19.0
EBM,AMT_REQ_CREDIT_BUREAU_QRT,0.042842719703912735,20,0.0,20.0,20.0,21.0
EBM,AMT_REQ_CREDIT_BUREAU_YEAR,0.04179707542061806,21,0.0,20.0,21.0,22.0
EBM,REGION_POPULATION_RELATIVE,0.04051193222403526,22,0.0,21.0,22.0,22.0
EBM,WEEKDAY_APPR_PROCESS_START,0.031684599816799164,23,0.0,23.0,23.0,24.0
EBM,FLAG_PHONE,0.031451769173145294,24,0.0,23.0,24.0,24.0
EBM,REGION_RATING_CLIENT_W_CITY,0.028739042580127716,25,0.0,25.0,25.0,26.0
EBM,DAYS_REGISTRATION,0.02830660529434681,26,0.0,25.0,26.0,27.0
EBM,REG_CITY_NOT_LIVE_CITY,0.0264144204556942,27,0.0,26.0,27.0,28.0
EBM,HOUR_APPR_PROCESS_START,0.024342810735106468,28,0.0,28.0,29.0,32.0
EBM,DEF_60_CNT_SOCIAL_CIRCLE,0.024326909333467484,29,0.0,27.0,29.0,32.0
EBM,NAME_HOUSING_TYPE,0.023989984765648842,30,0.0,28.0,30.0,33.0
EBM,DEF_30_CNT_SOCIAL_CIRCLE,0.023647990077733994,31,0.0,29.0,31.0,33.0
EBM,AMT_INCOME_TOTAL,0.023426644504070282,32,0.0,28.0,31.5,33.0
EBM,REGION_RATING_CLIENT,0.022854261100292206,33,0.0,29.0,33.0,33.0
EBM,NAME_TYPE_SUITE,0.017590487375855446,34,0.0,34.0,34.0,34.0
EBM,OBS_60_CNT_SOCIAL_CIRCLE,0.012485909275710583,35,0.0,35.0,35.0,35.0
EBM,LIVE_CITY_NOT_WORK_CITY,0.01100839115679264,36,0.0,36.0,36.0,37.0
EBM,DAYS_EMPLOYED_ANOM,0.01008132565766573,37,0.0,37.0,37.0,39.0
EBM,FLAG_OWN_REALTY,0.009703192859888077,38,0.0,38.0,39.0,40.0
EBM,FLAG_DOCUMENT_16,0.009604210034012794,39,0.0,36.0,39.0,42.0
EBM,AMT_REQ_CREDIT_BUREAU_MON,0.009521818719804287,40,0.0,37.0,39.0,41.0
EBM,FLAG_DOCUMENT_8,0.008552946150302887,41,0.0,40.0,41.0,42.0
EBM,FLAG_DOCUMENT_18,0.007441289722919464,42,0.0,40.0,43.0,46.0
EBM,FLAG_DOCUMENT_6,0.007334102876484394,43,0.0,42.0,43.0,44.0
EBM,CNT_CHILDREN,0.007120832800865173,44,0.0,42.0,43.0,44.0
EBM,FLAG_EMP_PHONE,0.005956741981208324,45,0.0,44.0,45.0,47.0
EBM,CNT_FAM_MEMBERS,0.005665592383593321,46,0.0,44.0,46.0,48.0
EBM,FLAG_DOCUMENT_13,0.004562954418361187,47,0.0,44.0,47.0,52.0
EBM,FLAG_DOCUMENT_14,0.004523914307355881,48,0.0,45.0,48.0,52.0
EBM,FLAG_EMAIL,0.00379197602160275,49,0.0,47.0,49.0,50.0
EBM,REG_REGION_NOT_LIVE_REGION,0.0034824125468730927,50,0.0,48.0,50.0,52.0
EBM,OBS_30_CNT_SOCIAL_CIRCLE,0.003246860345825553,51,0.0,49.0,51.0,53.0
EBM,REG_CITY_NOT_WORK_CITY,0.003066849894821644,52,0.0,50.0,52.0,53.0
EBM,AMT_REQ_CREDIT_BUREAU_DAY,0.0018230665009468794,53,0.0,49.0,54.0,59.0
EBM,LIVE_REGION_NOT_WORK_REGION,0.001726025715470314,54,0.0,53.0,54.0,56.0
EBM,FLAG_DOCUMENT_11,0.0013718026457354426,55,0.0,53.0,55.0,58.0
EBM,FLAG_DOCUMENT_15,0.0013432534178718925,56,0.0,53.0,55.0,60.0
EBM,REG_REGION_NOT_WORK_REGION,0.000849624106194824,57,0.0,56.0,58.0,59.0
EBM,FLAG_DOCUMENT_21,0.0008238853188231587,58,0.0,55.0,58.0,63.0
EBM,FLAG_DOCUMENT_9,0.0006826812750659883,59,0.0,57.0,59.0,61.0
EBM,FLAG_DOCUMENT_10,0.0006432677037082613,60,0.0,53.0,60.0,69.0
EBM,FLAG_CONT_MOBILE,0.0006149616092443466,61,0.0,57.0,60.0,62.0
EBM,FLAG_DOCUMENT_5,0.00031710779876448214,62,0.0,61.0,62.0,63.0
EBM,AMT_REQ_CREDIT_BUREAU_WEEK,0.0003026978229172528,63,0.0,60.0,62.0,65.0
EBM,AMT_REQ_CREDIT_BUREAU_HOUR,0.00019795673142652959,64,0.0,62.0,64.0,65.0
EBM,FLAG_DOCUMENT_19,0.0001758516882546246,65,0.0,61.0,65.0,66.0
EBM,FLAG_DOCUMENT_17,0.00011948122119065374,66,0.0,64.0,65.0,66.0
EBM,FLAG_DOCUMENT_2,6.773904169676825e-05,67,0.0,66.0,67.0,67.0
EBM,FLAG_DOCUMENT_7,5.0894483138108626e-05,68,0.0,67.0,68.0,68.0
EBM,FLAG_DOCUMENT_4,4.430861372384243e-05,69,0.0,68.0,69.0,69.0
EBM,FLAG_MOBIL,2.5243589334422722e-06,70,0.0,70.0,70.0,70.0
EBM,FLAG_DOCUMENT_20,1.798320568013878e-06,71,0.0,71.0,71.0,71.0
EBM,FLAG_DOCUMENT_12,1.6810332681416185e-06,72,0.0,72.0,72.0,72.0
XGBoost,EXT_SOURCE_3,0.38511496782302856,1,1.0,1.0,1.0,2.0
XGBoost,EXT_SOURCE_2,0.38117143511772156,2,1.0,1.0,2.0,2.0
XGBoost,AMT_GOODS_PRICE,0.24593904614448547,3,1.0,3.0,3.0,3.0
XGBoost,AMT_CREDIT,0.22182497382164001,4,1.0,4.0,4.0,4.0
XGBoost,CODE_GENDER,0.15269891917705536,5,1.0,5.0,5.0,5.0
XGBoost,NAME_EDUCATION_TYPE,0.12886229157447815,6,1.0,6.0,6.0,7.0
XGBoost,DAYS_EMPLOYED,0.12516461312770844,7,1.0,6.0,7.0,7.0
XGBoost,DAYS_BIRTH,0.10055521875619888,8,1.0,8.0,8.0,9.0
XGBoost,FLAG_OWN_CAR,0.09839261323213577,9,1.0,8.0,9.0,9.0
XGBoost,AMT_ANNUITY,0.07911418378353119,10,0.65,10.0,10.0,12.0
XGBoost,DAYS_ID_PUBLISH,0.07827473431825638,11,0.326,10.0,11.0,12.0
XGBoost,OCCUPATION_TYPE,0.07652939856052399,12,0.024,11.0,12.0,12.0
XGBoost,NAME_FAMILY_STATUS,0.07326363772153854,13,0.0,13.0,13.0,13.0
XGBoost,ORGANIZATION_TYPE,0.06864352524280548,14,0.0,14.0,14.0,14.0
XGBoost,DAYS_LAST_PHONE_CHANGE,0.05909097567200661,15,0.0,15.0,15.0,15.0
XGBoost,FLAG_DOCUMENT_3,0.05491502583026886,16,0.0,16.0,16.0,16.0
